@relation bayes_train

@attribute var_x numeric
@attribute 'delta_var_x' numeric
@attribute var_y numeric
@attribute 'delta_var_y' numeric
@attribute var_z numeric
@attribute 'delta_var_z' numeric
@attribute class {none,motion,tap}

@data
0.001008873,4.03551E-05,0.004270265,0.0005613,0.010800394,0.001937028,none
0.001008873,0,0.004149201,-0.000121064,0.010752703,-4.76918E-05,none
0.001008873,0,0.004167544,1.8343E-05,0.011075538,0.000322836,none
0.001188635,0.000179762,0.003976778,-0.000190766,0.010800394,-0.000275144,none
0.001008873,-0.000179762,0.004343639,0.000366861,0.011134236,0.000333842,none
0.001041891,3.30178E-05,0.004857247,0.000513608,0.014744165,0.003609929,none
0.001041891,0,0.004857247,0,0.016417048,0.001672883,none
0.001302363,0.000260471,0.007792137,0.00293489,0.019997627,0.003580578,none
0.001302363,0,0.007865508,7.33708E-05,0.021758557,0.001760931,none
0.00136106,5.86977E-05,0.008140655,0.000275147,0.022451918,0.000693361,none
0.001408753,4.76923E-05,0.008203022,6.23667E-05,0.022374877,-7.70411E-05,none
0.00136106,-4.76923E-05,0.007993911,-0.000209111,0.022290499,-8.43785E-05,none
0.001306031,-5.50297E-05,0.007993911,0,0.022521624,0.000231125,none
0.001214315,-9.17155E-05,0.008070951,7.70399E-05,0.022492271,-2.93538E-05,none
0.001115262,-9.90527E-05,0.007847166,-0.000223785,0.022246471,-0.000245799,none
0.001115262,0,0.007924207,7.70411E-05,0.022466586,0.000220115,none
0.001155618,4.03551E-05,0.007924207,0,0.022466586,0,none
0.00104189,-0.000113727,0.007322555,-0.000601652,0.021644816,-0.00082177,none
0.001067571,2.56805E-05,0.006148598,-0.001173956,0.020118673,-0.001526142,none
0.001067571,0,0.005792744,-0.000355855,0.015320136,-0.004798537,none
0.001067571,0,0.005704695,-8.80486E-05,0.013834348,-0.001485788,none
0.004123524,0.003055953,0.00566434,-4.03548E-05,0.01401044,0.000176092,none
0.004090507,-3.30177E-05,0.005763392,9.90515E-05,0.015320136,0.001309696,none
0.00397678,-0.000113727,0.006291671,0.000528279,0.016651839,0.001331703,none
0.00397678,0,0.005708362,-0.000583309,0.015863085,-0.000788754,none
0.004090507,0.000113727,0.005370848,-0.000337514,0.012807118,-0.003055967,none
0.004090507,0,0.004842568,-0.00052828,0.010727019,-0.002080099,none
0.003507197,-0.00058331,0.002069095,-0.002773473,0.007689394,-0.003037625,none
0.003507197,0,0.001966375,-0.00010272,0.005469889,-0.002219505,none
0.003228381,-0.000278815,0.001540813,-0.000425561,0.005205753,-0.000264136,none
0.003228381,0,0.001672882,0.000132069,0.005352497,0.000146744,none
0.00315134,-7.70415E-05,0.00165454,-1.8343E-05,0.005502911,0.000150413,none
0.00315134,0,0.00165454,0,0.005029658,-0.000473253,none
0.00315134,0,0.001526139,-0.0001284,0.005062676,3.30185E-05,none
0.00315134,0,0.001507796,-1.8343E-05,0.005029658,-3.30185E-05,none
0.00312199,-2.93498E-05,0.001482116,-2.56803E-05,0.004912263,-0.000117395,none
0.003213706,9.17161E-05,0.001595842,0.000113726,0.004912263,0,none
0.003213706,0,0.001595842,0,0.004915931,3.66809E-06,none
0.003213706,0,0.001801284,0.000205442,0.004912262,-3.66904E-06,none
0.003213706,0,0.001628859,-0.000172424,0.004622439,-0.000289823,none
0.003298085,8.43787E-05,0.001408743,-0.000220116,0.00461877,-3.66818E-06,none
0.000920825,-0.00237726,0.001507795,9.90517E-05,0.00461877,0,none
0.00101254,9.17151E-05,0.001746257,0.000238463,0.003591554,-0.001027217,none
0.001096918,8.4378E-05,0.001390403,-0.000355855,0.003008249,-0.000583305,none
0.001096918,0,0.001467443,7.70401E-05,0.003298066,0.000289817,none
0.001096918,0,0.001467443,0,0.003448479,0.000150413,none
0.001027214,-6.97041E-05,0.001390403,-7.70401E-05,0.003298068,-0.000150412,none
0.001027214,0,0.001390403,0,0.003287061,-1.10064E-05,none
0.001096918,6.97041E-05,0.001390403,0,0.003298068,1.10064E-05,none
0.001096918,0,0.001390403,0,0.003154991,-0.000143076,none
0.001096918,0,0.001306025,-8.43772E-05,0.00300458,-0.000150412,none
0.001173959,7.70408E-05,0.001306025,0,0.002857835,-0.000146744,none
0.001096917,-7.70414E-05,0.001306025,0,0.002861503,3.66809E-06,none
0.001320703,0.000223786,0.001614191,0.000308165,0.002828484,-3.30188E-05,none
0.001243661,-7.70414E-05,0.001614191,0,0.00271109,-0.000117395,none
0.001173958,-6.97035E-05,0.001683894,6.97028E-05,0.002700084,-1.10053E-05,none
0.001096916,-7.70415E-05,0.001614191,-6.97028E-05,0.002700084,0,none
0.001067567,-2.93498E-05,0.001599515,-1.46753E-05,0.002681742,-1.83424E-05,none
0.001159283,9.17161E-05,0.001302357,-0.000297158,0.002656062,-2.56796E-05,none
0.001159283,0,0.00121431,-8.80472E-05,0.002435946,-0.000220117,none
0.001067567,-9.17161E-05,0.001232653,1.83427E-05,0.002534997,9.90516E-05,none
0.000803427,-0.000264139,0.00121431,-1.83427E-05,0.0024763,-5.86976E-05,none
0.000733724,-6.97034E-05,0.001041883,-0.000172427,0.002215831,-0.000260468,none
0.000656683,-7.70405E-05,0.000656679,-0.000385204,0.00115927,-0.001056561,none
0.00071905,6.23671E-05,0.000645673,-1.10056E-05,0.000821762,-0.000337508,none
0.000627335,-9.17149E-05,0.000807094,0.000161421,0.000572296,-0.000249466,none
0.000675028,4.76925E-05,0.000803425,-3.66878E-06,0.000572296,0,none
0.000715383,4.03552E-05,0.000920823,0.000117397,0.000572296,0,none
0.000895145,0.000179762,0.00071538,-0.000205442,0.000656673,8.4377E-05,none
0.000920826,2.56806E-05,0.00071538,0,0.000656673,0,none
0.000920826,0,0.00077408,5.86993E-05,0.000656673,0,none
0.000792425,-0.000128401,0.00077408,0,0.000719039,6.23656E-05,none
0.000792425,0,0.00077408,0,0.000656673,-6.23656E-05,none
0.000715383,-7.70419E-05,0.00071538,-5.86993E-05,0.000656673,0,none
0.000715383,0,0.00071538,0,0.00058697,-6.97027E-05,none
0.000715383,0,0.00071538,0,0.00058697,0,none
0.000715383,0,0.000675026,-4.03546E-05,0.000656673,6.97027E-05,none
0.000627337,-8.8046E-05,0.000675026,0,0.000719039,6.23656E-05,none
0.000627337,0,0.000675026,0,0.000719039,0,none
0.00064568,1.83433E-05,0.000675026,0,0.000803416,8.4377E-05,none
0.00064568,0,0.00071538,4.03546E-05,0.000774067,-2.93485E-05,none
0.000656686,1.1006E-05,0.000675026,-4.03546E-05,0.000719039,-5.50285E-05,none
0.000656686,0,0.000675026,0,0.000627325,-9.17141E-05,none
0.000656686,0,0.000675026,0,0.000675016,4.76914E-05,none
0.000656686,0,0.000627334,-4.76918E-05,0.000675016,0,none
0.000656686,0,0.000568634,-5.86996E-05,0.000675016,0,none
0.00064568,-1.1006E-05,0.000568634,0,0.000675016,0,none
0.000627337,-1.83433E-05,0.000480586,-8.80487E-05,0.000627325,-4.76914E-05,none
0.000421894,-0.000205443,0.000480586,0,0.000528273,-9.90513E-05,none
0.000480591,5.8697E-05,0.000480586,0,0.000528273,0,none
0.000572306,9.1715E-05,0.000363188,-0.000117398,0.000528273,0,none
0.000627336,5.50297E-05,0.000352182,-1.10057E-05,0.000528273,0,none
0.000675028,4.76924E-05,0.000333839,-1.83428E-05,0.000528273,0,none
0.000568639,-0.000106389,0.00030816,-2.568E-05,0.000421885,-0.000106388,none
0.000568639,0,0.000275142,-3.30171E-05,0.000454902,3.30171E-05,none
0.000568639,0,0.000275142,0,0.000454902,0,none
0.000568639,0,0.000275142,0,0.000454902,0,none
0.000568639,0,0.00030816,3.30171E-05,0.000528273,7.33713E-05,none
0.000568639,0,0.000333839,2.568E-05,0.000528273,0,none
0.000528284,-4.03551E-05,0.000333839,0,0.000528273,0,none
0.000528284,0,0.000333839,0,0.000528273,0,none
0.000528284,0,0.000352182,1.83428E-05,0.000568628,4.03542E-05,none
0.000528284,0,0.000480586,0.000128403,0.000675016,0.000106388,none
0.000568639,4.03551E-05,0.000498929,1.8343E-05,0.000675016,0,none
0.000528284,-4.03551E-05,0.000498929,0,0.000675016,0,none
0.000568639,4.03551E-05,0.000480586,-1.8343E-05,0.000675016,0,none
0.000601656,3.30178E-05,0.000498929,1.8343E-05,0.00071537,4.03542E-05,none
0.000601656,0,0.000480586,-1.8343E-05,0.000821759,0.000106388,none
0.000715383,0.000113727,0.000498929,1.8343E-05,0.000862113,4.03542E-05,none
0.000627337,-8.80463E-05,0.000480586,-1.8343E-05,0.00092081,5.8697E-05,none
0.000509942,-0.000117395,0.000454906,-2.56801E-05,0.00092081,0,none
0.000509942,0,0.000480586,2.56801E-05,0.00092081,0,none
0.000509942,0,0.000601652,0.000121066,0.00092081,0,none
0.00051361,3.66858E-06,0.000601652,0,0.000968501,4.76914E-05,none
0.000509942,-3.66874E-06,0.000627332,2.56802E-05,0.00092081,-4.76914E-05,none
0.000627337,0.000117395,0.000627332,0,0.000968501,4.76914E-05,none
0.000601656,-2.56806E-05,0.000627332,0,0.00092081,-4.76914E-05,none
0.000627337,2.56806E-05,0.000601652,-2.56802E-05,0.001041876,0.000121066,none
0.000627337,0,0.000601652,0,0.001155602,0.000113726,none
0.000627337,0,0.000627332,2.56802E-05,0.001232644,7.70427E-05,none
0.000715383,8.80464E-05,0.000601652,-2.56802E-05,0.001335364,0.00010272,none
0.000748401,3.30179E-05,0.000601652,0,0.00150779,0.000172426,none
0.000715383,-3.30179E-05,0.000480586,-0.000121066,0.00137939,-0.0001284,none
0.000748401,3.30179E-05,0.000454906,-2.56801E-05,0.001361047,-1.83425E-05,none
0.000748401,0,0.000480586,2.56801E-05,0.001361047,0,none
0.000939169,0.000190768,0.000498929,1.8343E-05,0.00137939,1.83425E-05,none
0.000950175,1.1006E-05,0.000480586,-1.8343E-05,0.001361047,-1.83425E-05,none
0.000950175,0,0.000498929,1.8343E-05,0.001232647,-0.0001284,none
0.000792425,-0.00015775,0.000480586,-1.8343E-05,0.001214305,-1.83425E-05,none
0.000953844,0.000161419,0.000656679,0.000176093,0.001085905,-0.0001284,none
0.000950175,-3.66862E-06,0.000660348,3.66864E-06,0.001085905,0,none
0.000939169,-1.10059E-05,0.000656679,-3.66864E-06,0.001188625,0.00010272,none
0.000920826,-1.83433E-05,0.000509932,-0.000146747,0.001188625,0,none
0.000920826,0,0.000509932,0,0.001188625,0,none
0.000895145,-2.56806E-05,0.000509932,0,0.001188625,0,none
0.000675028,-0.000220118,0.000498927,-1.10058E-05,0.001188625,0,none
0.00071905,4.40224E-05,0.000480584,-1.83429E-05,0.001188625,0,none
0.00071905,0,0.000454904,-2.568E-05,0.000968508,-0.000220117,none
0.000733724,1.46735E-05,0.000454904,0,0.00086212,-0.000106389,none
0.000803428,6.97043E-05,0.000480584,2.568E-05,0.00067502,-0.0001871,none
0.000509938,-0.00029349,0.000454904,-2.568E-05,0.000568631,-0.000106388,none
0.000509938,0,0.000480584,2.568E-05,0.000381531,-0.0001871,none
0.000480588,-2.935E-05,0.000454904,-2.568E-05,0.000381531,0,none
0.000572304,9.17162E-05,0.000454904,0,0.000421885,4.03542E-05,none
0.000572304,0,0.000480584,2.568E-05,0.000421885,0,none
0.00058698,1.46754E-05,0.000480584,0,0.000421885,0,none
0.000656683,6.97034E-05,0.000480584,0,0.000528273,0.000106388,none
0.000719049,6.23662E-05,0.000480584,-5.42101E-19,0.000568628,4.03542E-05,none
0.000719049,0,0.000480584,5.42101E-19,0.000675016,0.000106388,none
0.000719049,0,0.000352182,-0.000128401,0.00071537,4.03542E-05,none
0.000719049,0,0.000352182,0,0.00071537,0,none
0.000719049,0,0.000352182,0,0.000601645,-0.000113726,none
0.000719049,0,0.000352182,0,0.000601645,0,none
0.000627333,-9.17161E-05,0.000333839,-1.83428E-05,0.000675016,7.33713E-05,none
0.000675025,4.76918E-05,0.000333839,0,0.000675016,0,none
0.000675025,0,0.000333839,0,0.000627325,-4.76914E-05,none
0.000675025,0,0.000333839,0,0.000627325,0,none
0.000675025,0,0.000352182,1.83428E-05,0.000627325,0,none
0.000719049,4.40242E-05,0.000363188,1.10057E-05,0.000675016,4.76914E-05,none
0.000719049,0,0.000363188,0,0.000627325,-4.76914E-05,none
0.000719049,0,0.000363188,0,0.000675016,4.76914E-05,none
0.000719049,0,0.000363188,0,0.000627325,-4.76914E-05,none
0.000656683,-6.23662E-05,0.000363188,0,0.000675016,4.76914E-05,none
0.000656683,0,0.000352182,-1.10057E-05,0.000627325,-4.76914E-05,none
0.000656683,0,0.000352182,0,0.000675016,4.76914E-05,none
0.000572304,-8.43788E-05,0.000352182,0,0.000675016,0,none
0.000509938,-6.23662E-05,0.000352182,0,0.000601645,-7.33713E-05,none
0.000440235,-6.97033E-05,0.000363188,1.10057E-05,0.000568628,-3.30171E-05,none
0.000509938,6.97033E-05,0.000363188,0,0.000454902,-0.000113726,none
0.000440235,-6.97033E-05,0.000363188,0,0.000421885,-3.30171E-05,none
0.000440235,0,0.000363188,0,0.000454902,3.30171E-05,none
0.000440235,0,0.000363188,0,0.000454902,0,none
0.000440235,0,0.000366857,3.66857E-06,0.000480582,2.568E-05,none
0.000509939,6.97043E-05,0.000366857,0,0.000363188,-0.000117394,none
0.000509939,0,0.000366857,0,0.000366857,3.66857E-06,none
0.00058698,7.70406E-05,0.000366857,0,0.000509931,0.000143074,none
0.00058698,0,0.000509932,0.000143076,0.000509931,0,none
0.00058698,0,0.000498927,-1.10058E-05,0.000509931,0,none
0.000509938,-7.70416E-05,0.000498927,0,0.000627325,0.000117394,none
0.000480588,-2.935E-05,0.000480584,-1.83429E-05,0.000645668,1.83428E-05,none
0.00052828,4.76918E-05,0.000480584,0,0.000627325,-1.83428E-05,none
0.00052828,0,0.000454904,-2.568E-05,0.000645668,1.83428E-05,none
0.000748396,0.000220116,0.000568631,0.000113727,0.000645668,0,none
0.000627331,-0.000121065,0.000568631,0,0.000656673,1.10057E-05,none
0.000645674,1.8343E-05,0.000528276,-4.03543E-05,0.000645668,-1.10057E-05,none
0.000645674,0,0.000528276,0,0.000748387,0.00010272,none
0.000656679,1.10058E-05,0.0005723,4.40238E-05,0.000748387,0,none
0.000660348,3.66864E-06,0.000509934,-6.23658E-05,0.000748387,0,none
0.000656679,-3.66864E-06,0.000440231,-6.97029E-05,0.000774067,2.568E-05,none
0.000792419,0.00013574,0.000440231,0,0.000774067,0,none
0.000920822,0.000128402,0.000509934,6.97029E-05,0.000774067,0,none
0.000920822,0,0.000509934,0,0.00089513,0.000121063,none
0.000939165,1.83431E-05,0.000509934,0,0.000862113,-3.30171E-05,none
0.000807094,-0.000132071,0.000509934,0,0.000862113,0,none
0.000803425,-3.66872E-06,0.000509934,0,0.000821759,-4.03542E-05,none
0.000792419,-1.10059E-05,0.0005723,6.23658E-05,0.00071537,-0.000106388,none
0.000895141,0.000102722,0.000480585,-9.17153E-05,0.00071537,0,none
0.001008869,0.000113728,0.000528276,4.76915E-05,0.00071537,0,none
0.001008869,0,0.000528276,0,0.000601645,-0.000113726,none
0.001067568,5.86985E-05,0.000568631,4.03543E-05,0.000568628,-3.30171E-05,none
0.001067568,0,0.000568631,0,0.000568628,0,none
0.001159284,9.17159E-05,0.000568631,0,0.000568628,0,none
0.000950174,-0.00020911,0.000480584,-8.80469E-05,0.000627325,5.8697E-05,none
0.000950174,0,0.000480584,0,0.000627325,0,none
0.000865796,-8.4378E-05,0.000480584,0,0.000627325,0,none
0.000950174,8.4378E-05,0.000480584,0,0.000528273,-9.90513E-05,none
0.000865796,-8.4378E-05,0.000352182,-0.000128401,0.000480582,-4.76914E-05,none
0.000774081,-9.17152E-05,0.000363188,1.10057E-05,0.000480582,0,none
0.000821773,4.76923E-05,0.000366857,3.66857E-06,0.000425554,-5.50285E-05,none
0.001008872,0.000187099,0.000363188,-3.66857E-06,0.000425554,0,none
0.001008872,0,0.000366857,3.66857E-06,0.000425554,0,none
0.001008872,0,0.000366857,0,0.000425554,0,none
0.000895145,-0.000113727,0.000363188,-3.66857E-06,0.00067502,0.000249466,none
0.000792425,-0.000102721,0.000366857,3.66857E-06,0.000627328,-4.76913E-05,none
0.000792425,0,0.000366857,0,0.00067502,4.76913E-05,none
0.000803431,1.10059E-05,0.000366857,0,0.000715374,4.03541E-05,none
0.000792425,-1.10059E-05,0.000366857,0,0.000715374,0,none
0.000774082,-1.83432E-05,0.000363188,-3.66857E-06,0.000748391,3.3017E-05,none
0.000774082,0,0.000352182,-1.10057E-05,0.000748391,0,none
0.000748401,-2.56805E-05,0.000333839,-1.83428E-05,0.000774071,2.56799E-05,none
0.000627337,-0.000121064,0.000333839,0,0.000774071,0,none
0.000601657,-2.56806E-05,0.000333839,0,0.000774071,0,none
0.000568639,-3.30179E-05,0.00030816,-2.568E-05,0.000645671,-0.0001284,none
0.000568639,0,0.00030816,0,0.000803422,0.000157751,none
0.000675028,0.000106389,0.00030816,0,0.000803422,0,none
0.000568639,-0.000106389,0.000421886,0.000113727,0.00080709,3.66837E-06,none
0.000568639,0,0.000421886,0,0.00080709,0,none
0.000675028,0.000106389,0.000381532,-4.03543E-05,0.00080709,0,none
0.000627335,-4.76925E-05,0.000333841,-4.76914E-05,0.000803421,-3.66876E-06,none
0.000425561,-0.000201774,0.000278812,-5.50285E-05,0.000803421,0,none
0.000363194,-6.23671E-05,0.000278812,0,0.00080709,3.66876E-06,none
0.000363194,0,0.000278812,0,0.00080709,0,none
0.000440235,7.70405E-05,0.000333841,5.50285E-05,0.000656676,-0.000150414,none
0.000440235,0,0.000278812,-5.50285E-05,0.000656676,0,none
0.000440235,0,0.000278812,0,0.000645671,-1.10056E-05,none
0.000440235,0,0.000278812,0,0.000645671,0,none
0.00071905,0.000278816,0.00052828,0.000249467,0.000645671,0,none
0.00077408,5.50297E-05,0.000568634,4.03541E-05,0.000627328,-1.83427E-05,none
0.00077408,0,0.000568634,0,0.000645671,1.83427E-05,none
0.00077408,0,0.000568634,0,0.000627328,-1.83427E-05,none
0.000821773,4.76924E-05,0.000601651,3.3017E-05,0.000627328,0,none
0.000821773,0,0.00079242,0.00019077,0.000601648,-2.56799E-05,none
0.000862128,4.03551E-05,0.000920822,0.000128402,0.000627328,2.56799E-05,none
0.000895145,3.30178E-05,0.001096917,0.000176095,0.000421885,-0.000205443,none
0.000774082,-0.000121064,0.001096917,0,0.000421885,0,none
0.000774082,0,0.000953841,-0.000143076,0.000421885,0,none
0.000774082,0,0.000950172,-3.66891E-06,0.000421885,0,none
0.000656686,-0.000117395,0.000939166,-1.1006E-05,0.000421885,0,none
0.000660355,3.66864E-06,0.000920823,-1.83432E-05,0.000421885,0,none
0.000660355,0,0.000895142,-2.56803E-05,0.000454902,3.30171E-05,none
0.000660355,0,0.000895142,0,0.000480582,2.568E-05,none
0.000656686,-3.66868E-06,0.000895142,0,0.000352182,-0.0001284,none
0.000498936,-0.00015775,0.000920823,2.56803E-05,0.000454902,0.00010272,none
0.000509942,1.10059E-05,0.000895142,-2.56803E-05,0.000480582,2.568E-05,none
0.000509942,0,0.000862125,-3.30174E-05,0.000480582,0,none
0.000513611,3.6686E-06,0.000895142,3.30174E-05,0.000480582,0,none
0.000352191,-0.000161419,0.00079242,-0.000102723,0.000601645,0.000121063,none
0.000454912,0.000102721,0.000803425,1.10059E-05,0.000627325,2.568E-05,none
0.000454912,0,0.000803425,0,0.000601645,-2.568E-05,none
0.000480593,2.56806E-05,0.000803425,0,0.000627325,2.568E-05,none
0.000480593,0,0.000807094,3.66878E-06,0.000627325,0,none
0.000498936,1.83432E-05,0.000656679,-0.000150415,0.000645668,1.83428E-05,none
0.000498936,0,0.000513603,-0.000143076,0.000627325,-1.83428E-05,none
0.000480593,-1.83432E-05,0.000363188,-0.000150415,0.000645668,1.83428E-05,none
0.000498936,1.83432E-05,0.000363188,0,0.000645668,0,none
0.000498936,0,0.000363188,0,0.000627325,-1.83428E-05,none
0.000509942,1.10059E-05,0.000352182,-1.10057E-05,0.000627325,0,none
0.000509942,0,0.000352182,0,0.000627325,0,none
0.000627337,0.000117395,0.000333839,-1.83428E-05,0.000627325,0,none
0.000601656,-2.56805E-05,0.00030816,-2.568E-05,0.000601645,-2.568E-05,none
0.000715383,0.000113727,0.00030816,0,0.000601645,0,none
0.000675028,-4.0355E-05,0.000275142,-3.30171E-05,0.000601645,0,none
0.000715383,4.0355E-05,0.000275142,0,0.000498925,-0.00010272,none
0.000748401,3.30177E-05,0.000454907,0.000179764,0.000601645,0.00010272,none
0.000774081,2.56804E-05,0.000454907,0,0.000627325,2.568E-05,none
0.000774081,0,0.000480587,2.56798E-05,0.00071537,8.80456E-05,none
0.000792424,1.83431E-05,0.000498929,1.83427E-05,0.000601645,-0.000113726,none
0.000660354,-0.00013207,0.000498929,0,0.000601645,0,none
0.000656686,-3.66881E-06,0.000509935,1.10056E-05,0.00071537,0.000113726,none
0.000792424,0.000135739,0.000513603,3.66843E-06,0.000675016,-4.03542E-05,none
0.00080343,1.10061E-05,0.000513603,0,0.000675016,0,none
0.000807099,3.66876E-06,0.000513603,0,0.000675016,0,none
0.000807099,0,0.000513603,0,0.000774067,9.90513E-05,none
0.000807099,0,0.000509935,-3.66843E-06,0.000719039,-5.50285E-05,none
0.000950175,0.000143076,0.000656681,0.000146746,0.000803416,8.4377E-05,none
0.000939169,-1.1006E-05,0.000645675,-1.1006E-05,0.000803416,0,none
0.000939169,0,0.000627332,-1.83431E-05,0.000865781,6.23656E-05,none
0.001067571,0.000128402,0.000627332,0,0.000950158,8.4377E-05,none
0.000862128,-0.000205442,0.000601652,-2.56802E-05,0.000880456,-6.97027E-05,none
0.000821773,-4.03552E-05,0.000568634,-3.30174E-05,0.000950158,6.97027E-05,none
0.000627337,-0.000194436,0.000568634,0,0.000950158,0,none
0.000572307,-5.50297E-05,0.00052828,-4.03545E-05,0.001027198,7.70399E-05,none
0.000627337,5.50297E-05,0.000480588,-4.76916E-05,0.001027198,0,none
0.000627337,0,0.000381534,-9.90542E-05,0.001012524,-1.46743E-05,motion
0.001188635,0.000561297,0.000480588,9.90542E-05,0.014509339,0.013496815,motion
0.001262006,7.33719E-05,0.003121992,0.002641404,0.080577341,0.066068002,motion
0.005488247,0.00422624,0.006691544,0.003569552,0.091847295,0.011269954,motion
0.009520048,0.004031801,0.015320112,0.008628568,0.103249333,0.011402038,motion
0.010037322,0.000517274,0.015771353,0.00045124,0.105582567,0.002333234,motion
0.022539944,0.012502622,0.020690957,0.004919605,0.120165316,0.014582749,motion
0.02399271,0.001452766,0.028655513,0.007964556,0.125301389,0.005136073,motion
0.143409597,0.119416887,0.343807419,0.315151906,0.617779255,0.492477866,motion
0.375650901,0.232241304,0.504360413,0.160552994,1.625674602,1.007895347,motion
0.393550036,0.017899135,0.503347879,-0.001012534,1.740740605,0.115066003,motion
0.406698328,0.013148292,0.534923607,0.031575727,1.833317952,0.092577347,motion
0.406760695,6.23666E-05,0.539502023,0.004578417,1.833659125,0.000341173,motion
0.408576656,0.001815961,0.543816301,0.004314278,1.833992971,0.000333846,motion
0.410073447,0.001496791,0.553354681,0.00953838,1.851250119,0.017257148,motion
0.410077116,3.66874E-06,0.560651539,0.007296858,1.851250119,-9.10383E-15,motion
0.412186564,0.002109448,0.610823469,0.05017193,1.882213184,0.030963066,motion
0.41403554,0.001848976,0.656222537,0.045399067,1.909654383,0.027441199,motion
0.805567849,0.391532309,0.662737987,0.00651545,1.909654383,0,motion
1.054281199,0.248713351,0.673351268,0.010613282,1.91127224,0.001617857,motion
1.250540781,0.196259582,0.716318029,0.042966761,2.053463847,0.142191606,motion
0.354842569,0,4.198719429,0,1.16815827,0,motion
0.536977989,0.18213542,4.723935878,0.525216449,1.204785682,0.036627411,motion
0.782602375,0.245624386,5.761712053,1.037776175,1.311689085,0.106903404,motion
1.216932668,0.434330294,6.989302067,1.227590014,1.476380256,0.164691171,motion
1.57029676,0.353364092,7.929243782,0.939941715,1.611586793,0.135206537,motion
1.618924168,0.048627408,8.481296031,0.552052249,1.63788716,0.026300367,motion
1.905857087,0.28693292,10.29435199,1.813055959,1.759945409,0.122058249,motion
2.034386825,0.128529738,10.40312993,0.108777935,1.86621755,0.106272141,motion
1.996911984,-0.037474842,10.08075089,-0.322379034,1.710286968,-0.155930583,motion
1.922861114,-0.07405087,9.308229862,-0.77252103,1.530249949,-0.180037019,motion
1.859324479,-0.063536635,8.438255969,-0.869973893,1.353731199,-0.17651875,motion
1.815668036,-0.043656443,7.376292782,-1.061963187,1.109897102,-0.243834097,motion
1.715628732,-0.100039304,6.130609096,-1.245683685,0.950092484,-0.159804618,motion
1.556704598,-0.158924134,4.572862668,-1.557746428,0.839142781,-0.110949704,motion
1.297700778,-0.25900382,3.006806664,-1.566056004,0.732122206,-0.107020575,motion
0.971242256,-0.326458522,2.403214024,-0.60359264,0.558142057,-0.173980148,motion
0.661505256,-0.309737,1.59107576,-0.812138264,0.53683102,-0.021311038,motion
0.632831408,-0.028673848,1.595180931,0.004105171,0.498270298,-0.038560721,motion
0.575164539,-0.057666869,1.249234753,-0.345946178,0.558285088,0.06001479,motion
0.677885595,0.102721056,1.421200816,0.171966063,0.840991766,0.282706678,motion
0.825935989,0.148050394,1.946065059,0.524864244,0.845140971,0.004149204,motion
0.852232579,0.02629659,2.082463968,0.136398908,0.850159666,0.005018695,motion
0.846641619,-0.00559096,2.210498418,0.12803445,0.871529335,0.021369669,motion
0.792360886,-0.054280733,2.224996753,0.014498336,0.864603003,-0.006926331,motion
0.706614492,-0.085746394,2.18753293,-0.037463823,0.859551317,-0.005051687,motion
0.707671052,0.00105656,2.174821211,-0.012711719,0.860138296,0.000586979,motion
0.602150856,-0.105520196,1.204811632,-0.97000958,0.815968249,-0.044170047,motion
0.539857865,-0.062292991,0.98657707,-0.218234562,0.739661238,-0.076307011,motion
0.539942243,8.43779E-05,0.829909122,-0.156667948,0.74309506,0.003433822,motion
0.539432304,-0.000509939,0.77864031,-0.051268812,0.742071516,-0.001023544,motion
0.517361949,-0.022070355,0.759325069,-0.019315241,0.720588138,-0.021483378,motion
0.478133503,-0.039228446,0.745208257,-0.014116812,0.664645533,-0.055942605,motion
0.451807562,-0.026325941,0.719704083,-0.025504175,0.577332668,-0.087312864,motion
0.404027589,-0.047779972,0.648155205,-0.071548878,0.580065769,0.002733101,motion
0.310727519,-0.09330007,0.542935826,-0.105219379,0.481244423,-0.098821346,motion
0.289379878,-0.021347641,0.405219903,-0.137715923,0.448432388,-0.032812035,motion
0.292593577,0.003213699,0.216811145,-0.188408758,0.427084809,-0.021347579,motion
0.237854261,-0.054739317,0.197000654,-0.019810491,0.425030387,-0.002054422,motion
0.223286216,-0.014568045,0.145922611,-0.051078043,0.321586623,-0.103443765,motion
0.166921708,-0.056364507,0.137569185,-0.008353426,0.085445571,-0.236141052,motion
0.075191808,-0.091729901,0.021512733,-0.116056453,0.06842324,-0.01702233,motion
0.066897083,-0.008294725,0.010253766,-0.011258966,0.05917831,-0.00924493,motion
0.06228931,-0.004607772,0.009461347,-0.000792419,0.017209437,-0.041968873,motion
0.045032173,-0.017257138,0.00916786,-0.000293488,0.011431396,-0.005778041,motion
0.041363562,-0.003668611,0.010873761,0.001705901,0.018255017,0.006823621,motion
0.04659133,0.005227768,0.011280974,0.000407213,0.017796444,-0.000458573,motion
0.036157806,-0.010433524,0.01461574,0.003334766,0.021952991,0.004156547,motion
0.038975297,0.002817491,0.01461574,0,0.020309458,-0.001643533,motion
0.035790945,-0.003184352,0.014421303,-0.000194437,0.019439993,-0.000869465,motion
0.038223231,0.002432286,0.01524307,0.000821767,0.020529588,0.001089595,none
0.034470246,-0.003752985,0.015155022,-8.80474E-05,0.020437873,-9.17143E-05,none
0.037900396,0.00343015,0.018236654,0.003081631,0.022198823,0.00176095,none
